Review_ID,Product_Name,Review_Text,Label,Review_Date,Reviewer_Location,Review_Word_Count,Review_Char_Count,Sentiment_Polarity,Review_DayOfWeek,Reviewer_City,Reviewer_Country,Label_Encoded,Is_Duplicate_Review
7876,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-12-07,"Paris, France",18,119,0.5,Sunday,Paris,France,1,True
7877,Gaming Mouse,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-07-09,"Miami, USA",13,89,0.5625,Wednesday,Miami,USA,1,True
7878,Noise Cancelling Earbuds,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-06,"Denver, USA",16,112,0.375,Sunday,Denver,USA,0,True
7879,Smartwatch,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-04-25,"Denver, USA",10,68,0.625,Friday,Denver,USA,1,True
7880,Laptop Stand,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-07-31,"Paris, France",15,98,0.5,Thursday,Paris,France,1,True
7881,Fitness Tracker,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-08-09,"London, UK",15,98,0.5,Saturday,London,UK,1,True
7882,Gaming Mouse,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-10-22,"Tokyo, Japan",12,77,0.5,Wednesday,Tokyo,Japan,1,True
7883,Laptop Stand,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-07-16,"Boston, USA",14,103,-0.25,Wednesday,Boston,USA,0,True
7884,Wireless Headphones,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-08-14,"New York, USA",10,67,0.25,Thursday,New York,USA,1,True
7885,Wireless Headphones,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-10-26,"Paris, France",16,95,0.8,Sunday,Paris,France,0,True
7886,Laptop Stand,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-07-04,"Los Angeles, USA",10,67,0.25,Friday,Los Angeles,USA,1,True
7887,Eco-friendly Water Bottle,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-04-26,"New York, USA",16,95,0.8,Saturday,New York,USA,0,True
7888,Gaming Mouse,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-06-12,"New York, USA",12,80,0.375,Thursday,New York,USA,0,True
7889,Fitness Tracker,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-05-17,"Austin, USA",14,86,0.17500000000000004,Saturday,Austin,USA,0,True
7890,Bluetooth Speaker,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-12-30,"Austin, USA",8,57,0.25,Tuesday,Austin,USA,1,True
7891,Laptop Stand,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-01-05,"Los Angeles, USA",16,101,1.0,Sunday,Los Angeles,USA,0,True
7892,Bluetooth Speaker,"I can't believe how amazing it is. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-01-18,"San Francisco, USA",16,95,0.8,Saturday,San Francisco,USA,0,True
7893,Eco-friendly Water Bottle,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-02-22,"Austin, USA",14,92,0.375,Saturday,Austin,USA,0,True
7894,Portable Charger,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-06-01,"San Francisco, USA",13,89,0.5625,Sunday,San Francisco,USA,1,True
7895,Smartphone Case,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-10-07,"Paris, France",12,77,0.5,Tuesday,Paris,France,1,True
7896,Noise Cancelling Earbuds,Absolutely love this product! Works exactly as advertised.,Genuine,2025-05-24,"Tokyo, Japan",8,58,0.4375,Saturday,Tokyo,Japan,1,True
7897,Gaming Mouse,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-04-07,"Chicago, USA",10,67,0.25,Monday,Chicago,USA,1,True
7898,Portable Charger,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-02-25,"Austin, USA",12,63,0.8,Tuesday,Austin,USA,0,True
7899,Smartphone Case,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-03-17,"Chicago, USA",14,75,0.8,Monday,Chicago,USA,0,True
7900,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-09-02,"New York, USA",16,112,0.375,Tuesday,New York,USA,0,True
7901,Portable Charger,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-02-16,"Tokyo, Japan",10,68,0.5625,Sunday,Tokyo,Japan,1,True
7902,Fitness Tracker,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-05-31,"Miami, USA",10,68,0.5625,Saturday,Miami,USA,1,True
7903,Gaming Mouse,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-11-27,"Seattle, USA",14,86,0.17500000000000004,Thursday,Seattle,USA,0,True
7904,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-04-07,"London, UK",15,98,0.5,Monday,London,UK,1,True
7905,Smartwatch,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-03-28,"Denver, USA",16,95,0.8,Friday,Denver,USA,0,True
7906,Laptop Stand,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-02-18,"Chicago, USA",12,69,1.0,Tuesday,Chicago,USA,0,True
7907,Noise Cancelling Earbuds,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-06-28,"Paris, France",12,63,0.8,Saturday,Paris,France,0,True
7908,Eco-friendly Water Bottle,"Best purchase ever, you'll regret not buying it immediately! So flawless it defies logic.",Fake,2025-07-06,"New York, USA",14,89,1.0,Sunday,New York,USA,0,True
7909,Gaming Mouse,An unbelievable product that exceeds all standards. This product is perfect in every aspect.,Fake,2025-07-06,"Miami, USA",14,92,0.375,Sunday,Miami,USA,0,True
7910,Bluetooth Speaker,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-02-26,"Seattle, USA",10,67,0.25,Wednesday,Seattle,USA,1,True
7911,Eco-friendly Water Bottle,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-06-21,"New York, USA",10,68,0.625,Saturday,New York,USA,1,True
7912,Bluetooth Speaker,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-05-16,"New York, USA",14,89,1.0,Friday,New York,USA,0,True
7913,Eco-friendly Water Bottle,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-02-18,"Miami, USA",16,95,0.8,Tuesday,Miami,USA,0,True
7914,Smartphone Case,Absolutely love this product! Works exactly as advertised.,Genuine,2025-07-02,"San Francisco, USA",8,58,0.4375,Wednesday,San Francisco,USA,1,True
7915,Noise Cancelling Earbuds,Absolutely love this product! Absolutely love this product!,Genuine,2025-02-28,"Austin, USA",8,59,0.625,Friday,Austin,USA,1,True
7916,Smartphone Case,Absolutely love this product! Absolutely love this product!,Genuine,2025-04-09,"Berlin, Germany",8,59,0.625,Wednesday,Berlin,Germany,1,True
7917,Bluetooth Speaker,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-12-29,"Tokyo, Japan",10,67,0.375,Monday,Tokyo,Japan,1,True
7918,Smartphone Case,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-05-15,"Miami, USA",10,67,0.25,Thursday,Miami,USA,1,True
7919,Bluetooth Speaker,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-05-02,"New York, USA",16,112,0.375,Friday,New York,USA,0,True
7920,Laptop Stand,Works exactly as advertised. Absolutely love this product!,Genuine,2025-11-02,"San Francisco, USA",8,58,0.4375,Sunday,San Francisco,USA,1,True
7921,Noise Cancelling Earbuds,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-09-13,"Seattle, USA",10,68,0.625,Saturday,Seattle,USA,1,True
7922,Noise Cancelling Earbuds,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-02-25,"San Francisco, USA",12,80,0.375,Tuesday,San Francisco,USA,0,True
7923,Laptop Stand,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-08-27,"Tokyo, Japan",14,89,1.0,Wednesday,Tokyo,Japan,0,True
7924,Portable Charger,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-10-05,"Berlin, Germany",12,77,0.0,Sunday,Berlin,Germany,1,True
7925,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Works exactly as advertised.,Genuine,2025-05-26,"Denver, USA",10,67,0.375,Monday,Denver,USA,1,True
7926,Eco-friendly Water Bottle,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-03-21,"San Francisco, USA",12,69,1.0,Friday,San Francisco,USA,0,True
7927,Smartphone Case,Absolutely love this product! Absolutely love this product!,Genuine,2025-01-09,"London, UK",8,59,0.625,Thursday,London,UK,1,True
7928,Noise Cancelling Earbuds,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-02-10,"Paris, France",14,89,1.0,Monday,Paris,France,0,True
7929,Gaming Mouse,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-09-16,"Boston, USA",14,75,0.8,Tuesday,Boston,USA,0,True
7930,Laptop Stand,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-05,"Los Angeles, USA",16,112,0.375,Sunday,Los Angeles,USA,0,True
7931,Smartwatch,So flawless it defies logic. So flawless it defies logic.,Fake,2025-08-28,"Paris, France",10,57,1.0,Thursday,Paris,France,0,True
7932,Wireless Headphones,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-08-02,"Boston, USA",15,98,0.5,Saturday,Boston,USA,1,True
7933,Fitness Tracker,Absolutely love this product! Absolutely love this product!,Genuine,2025-12-23,"Denver, USA",8,59,0.625,Tuesday,Denver,USA,1,True
7934,Gaming Mouse,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-05-06,"London, UK",12,80,0.375,Tuesday,London,UK,0,True
7935,Noise Cancelling Earbuds,Absolutely love this product! Absolutely love this product!,Genuine,2025-01-25,"Chicago, USA",8,59,0.625,Saturday,Chicago,USA,1,True
7936,Fitness Tracker,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-09-26,"Boston, USA",12,77,0.0,Friday,Boston,USA,1,True
7937,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-12-25,"San Francisco, USA",18,119,0.5,Thursday,San Francisco,USA,1,True
7938,Smartphone Case,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-08-20,"New York, USA",15,98,0.5,Wednesday,New York,USA,1,True
7939,Bluetooth Speaker,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-02-20,"Austin, USA",10,67,0.25,Thursday,Austin,USA,1,True
7940,Smartwatch,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-04-08,"Tokyo, Japan",13,88,0.375,Tuesday,Tokyo,Japan,1,True
7941,Smartphone Case,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-11-21,"Austin, USA",10,67,0.25,Friday,Austin,USA,1,True
7942,Noise Cancelling Earbuds,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-10-05,"Boston, USA",10,67,0.375,Sunday,Boston,USA,1,True
7943,Wireless Headphones,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-08-14,"London, UK",16,101,1.0,Thursday,London,UK,0,True
7944,Wireless Headphones,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-09-24,"Paris, France",12,80,0.375,Wednesday,Paris,France,0,True
7945,Gaming Mouse,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-06-19,"Berlin, Germany",12,77,0.5,Thursday,Berlin,Germany,1,True
7946,Smartwatch,Absolutely love this product! Works exactly as advertised.,Genuine,2025-05-22,"Miami, USA",8,58,0.4375,Thursday,Miami,USA,1,True
7947,Noise Cancelling Earbuds,Absolutely love this product! Works exactly as advertised.,Genuine,2025-08-29,"Denver, USA",8,58,0.4375,Friday,Denver,USA,1,True
7948,Eco-friendly Water Bottle,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-03-26,"Austin, USA",12,77,0.5,Wednesday,Austin,USA,1,True
7949,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-10-01,"Denver, USA",18,119,0.5,Wednesday,Denver,USA,1,True
7950,Smartphone Case,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-11-22,"New York, USA",13,89,0.5625,Saturday,New York,USA,1,True
7951,Wireless Headphones,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-03-12,"Berlin, Germany",14,75,0.8,Wednesday,Berlin,Germany,0,True
7952,Bluetooth Speaker,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-11,"Miami, USA",16,112,0.375,Friday,Miami,USA,0,True
7953,Eco-friendly Water Bottle,Works exactly as advertised. Absolutely love this product!,Genuine,2025-09-16,"Seattle, USA",8,58,0.4375,Tuesday,Seattle,USA,1,True
7954,Eco-friendly Water Bottle,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-11-30,"Chicago, USA",12,77,0.5,Sunday,Chicago,USA,1,True
7955,Bluetooth Speaker,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-04-12,"Los Angeles, USA",14,75,0.8,Saturday,Los Angeles,USA,0,True
7956,Smartphone Case,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-10-21,"Seattle, USA",18,119,0.5,Tuesday,Seattle,USA,1,True
7957,Smartwatch,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-10,"Tokyo, Japan",16,101,1.0,Thursday,Tokyo,Japan,0,True
7958,Wireless Headphones,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-11-26,"Paris, France",12,77,0.5,Wednesday,Paris,France,1,True
7959,Smartphone Case,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-09-21,"Tokyo, Japan",14,86,0.17500000000000004,Sunday,Tokyo,Japan,0,True
7960,Smartwatch,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-02-07,"London, UK",14,81,1.0,Friday,London,UK,0,True
7961,Fitness Tracker,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-05-06,"Miami, USA",10,68,0.5625,Tuesday,Miami,USA,1,True
7962,Fitness Tracker,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-07-05,"Miami, USA",14,75,0.8,Saturday,Miami,USA,0,True
7963,Gaming Mouse,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-02-24,"Boston, USA",13,89,0.5625,Monday,Boston,USA,1,True
7964,Fitness Tracker,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-12-14,"London, UK",15,98,0.5,Sunday,London,UK,1,True
7965,Noise Cancelling Earbuds,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-06-10,"Tokyo, Japan",12,77,0.5,Tuesday,Tokyo,Japan,1,True
7966,Smartwatch,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-01-24,"Chicago, USA",10,68,0.625,Friday,Chicago,USA,1,True
7967,Smartwatch,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-09-07,"Austin, USA",15,98,0.5,Sunday,Austin,USA,1,True
7968,Portable Charger,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-09-01,"Seattle, USA",14,75,0.8,Monday,Seattle,USA,0,True
7969,Wireless Headphones,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-01-01,"New York, USA",10,68,0.5625,Wednesday,New York,USA,1,True
7970,Wireless Headphones,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-06-30,"Los Angeles, USA",8,57,0.25,Monday,Los Angeles,USA,1,True
7971,Fitness Tracker,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-12-21,"San Francisco, USA",14,103,-0.25,Sunday,San Francisco,USA,0,True
7972,Bluetooth Speaker,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-05-07,"London, UK",12,77,0.5,Wednesday,London,UK,1,True
7973,Smartwatch,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-12-13,"Paris, France",12,69,1.0,Saturday,Paris,France,0,True
7974,Noise Cancelling Earbuds,Absolutely love this product! Works exactly as advertised.,Genuine,2025-10-22,"New York, USA",8,58,0.4375,Wednesday,New York,USA,1,True
7975,Laptop Stand,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-05-15,"Chicago, USA",12,77,0.5,Thursday,Chicago,USA,1,True
7976,Smartwatch,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-01-15,"Los Angeles, USA",16,112,0.375,Wednesday,Los Angeles,USA,0,True
7977,Smartwatch,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-02-21,"Austin, USA",16,101,1.0,Friday,Austin,USA,0,True
7978,Noise Cancelling Earbuds,Works exactly as advertised. Absolutely love this product!,Genuine,2025-04-21,"Paris, France",8,58,0.4375,Monday,Paris,France,1,True
7979,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-02-04,"Berlin, Germany",13,88,0.375,Tuesday,Berlin,Germany,1,True
7980,Smartphone Case,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-08-12,"Boston, USA",12,77,0.0,Tuesday,Boston,USA,1,True
7981,Portable Charger,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-12-28,"Paris, France",12,63,0.8,Sunday,Paris,France,0,True
7982,Gaming Mouse,Absolutely love this product! Absolutely love this product!,Genuine,2025-05-18,"Tokyo, Japan",8,59,0.625,Sunday,Tokyo,Japan,1,True
7983,Smartphone Case,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-01-02,"Denver, USA",10,67,0.25,Thursday,Denver,USA,1,True
7984,Portable Charger,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-12-13,"London, UK",10,67,0.25,Saturday,London,UK,1,True
7985,Fitness Tracker,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-03-03,"Miami, USA",10,67,0.375,Monday,Miami,USA,1,True
7986,Noise Cancelling Earbuds,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-05-22,"Denver, USA",16,112,0.375,Thursday,Denver,USA,0,True
7987,Wireless Headphones,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-08-04,"Los Angeles, USA",16,101,1.0,Monday,Los Angeles,USA,0,True
7988,Bluetooth Speaker,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-11-14,"Berlin, Germany",18,121,1.0,Friday,Berlin,Germany,0,True
7989,Portable Charger,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-03-15,"Chicago, USA",10,67,0.375,Saturday,Chicago,USA,1,True
7990,Portable Charger,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-10-02,"Berlin, Germany",14,81,1.0,Thursday,Berlin,Germany,0,True
7991,Gaming Mouse,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-08-29,"Miami, USA",14,86,0.17500000000000004,Friday,Miami,USA,0,True
7992,Bluetooth Speaker,Absolutely love this product! Absolutely love this product!,Genuine,2025-03-16,"Los Angeles, USA",8,59,0.625,Sunday,Los Angeles,USA,1,True
7993,Eco-friendly Water Bottle,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-08-30,"Miami, USA",14,103,-0.25,Saturday,Miami,USA,0,True
7994,Wireless Headphones,Absolutely love this product! Works exactly as advertised.,Genuine,2025-07-25,"Los Angeles, USA",8,58,0.4375,Friday,Los Angeles,USA,1,True
7995,Eco-friendly Water Bottle,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-11-22,"Paris, France",10,68,0.5625,Saturday,Paris,France,1,True
7996,Smartwatch,Exceeded my expectations in every way. The quality is outstanding and the performance is reliable.,Genuine,2025-11-11,"Boston, USA",15,98,0.5,Tuesday,Boston,USA,1,True
7997,Laptop Stand,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-07-15,"Austin, USA",12,80,0.375,Tuesday,Austin,USA,0,True
7998,Smartphone Case,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-01-14,"Los Angeles, USA",16,112,0.375,Tuesday,Los Angeles,USA,0,True
7999,Eco-friendly Water Bottle,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-11-07,"Seattle, USA",12,80,0.375,Friday,Seattle,USA,0,True
8000,Smartwatch,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-01-10,"Denver, USA",10,67,0.25,Friday,Denver,USA,1,True
8001,Bluetooth Speaker,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-01-04,"New York, USA",14,86,0.17500000000000004,Saturday,New York,USA,0,True
8002,Noise Cancelling Earbuds,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-11-25,"Miami, USA",12,63,0.8,Tuesday,Miami,USA,0,True
8003,Bluetooth Speaker,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-02-02,"London, UK",12,77,0.0,Sunday,London,UK,1,True
8004,Wireless Headphones,Absolutely love this product! Absolutely love this product!,Genuine,2025-01-11,"Los Angeles, USA",8,59,0.625,Saturday,Los Angeles,USA,1,True
8005,Gaming Mouse,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-10-25,"San Francisco, USA",12,77,0.0,Saturday,San Francisco,USA,1,True
8006,Smartwatch,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-05-25,"Miami, USA",13,89,0.5625,Sunday,Miami,USA,1,True
8007,Smartwatch,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-04-24,"Berlin, Germany",12,69,1.0,Thursday,Berlin,Germany,0,True
8008,Smartphone Case,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-10-05,"Miami, USA",12,63,0.8,Sunday,Miami,USA,0,True
8009,Laptop Stand,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-01-23,"Paris, France",14,75,0.8,Thursday,Paris,France,0,True
8010,Gaming Mouse,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-09-10,"Los Angeles, USA",12,77,0.5,Wednesday,Los Angeles,USA,1,True
8011,Smartphone Case,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-02-22,"London, UK",14,86,0.17500000000000004,Saturday,London,UK,0,True
8012,Smartphone Case,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-09-06,"New York, USA",12,63,0.8,Saturday,New York,USA,0,True
8013,Fitness Tracker,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-05-19,"Miami, USA",12,69,1.0,Monday,Miami,USA,0,True
8014,Portable Charger,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-02-27,"New York, USA",15,98,0.5,Thursday,New York,USA,1,True
8015,Bluetooth Speaker,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-08-29,"New York, USA",10,68,0.625,Friday,New York,USA,1,True
8016,Portable Charger,Exceeded my expectations in every way. The quality is outstanding and the performance is reliable.,Genuine,2025-10-26,"Berlin, Germany",15,98,0.5,Sunday,Berlin,Germany,1,True
8017,Noise Cancelling Earbuds,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-12-13,"Chicago, USA",10,68,0.5625,Saturday,Chicago,USA,1,True
8018,Eco-friendly Water Bottle,Works exactly as advertised. Absolutely love this product!,Genuine,2025-03-03,"Berlin, Germany",8,58,0.4375,Monday,Berlin,Germany,1,True
8019,Smartphone Case,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-04-03,"New York, USA",12,77,0.0,Thursday,New York,USA,1,True
8020,Smartwatch,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-03-09,"Austin, USA",12,77,0.5,Sunday,Austin,USA,1,True
8021,Portable Charger,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-10-05,"Miami, USA",16,95,0.8,Sunday,Miami,USA,0,True
8022,Portable Charger,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-12-02,"Paris, France",15,98,0.5,Tuesday,Paris,France,1,True
8023,Portable Charger,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-06-06,"Chicago, USA",12,63,0.8,Friday,Chicago,USA,0,True
8024,Wireless Headphones,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-08-16,"Paris, France",10,68,0.5625,Saturday,Paris,France,1,True
8025,Bluetooth Speaker,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-05-11,"Boston, USA",14,75,0.8,Sunday,Boston,USA,0,True
8026,Bluetooth Speaker,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-05-02,"Seattle, USA",12,63,0.8,Friday,Seattle,USA,0,True
8027,Portable Charger,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-11-24,"Berlin, Germany",14,86,0.17500000000000004,Monday,Berlin,Germany,0,True
8028,Eco-friendly Water Bottle,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-09-20,"New York, USA",10,68,0.625,Saturday,New York,USA,1,True
8029,Smartphone Case,An unbelievable product that exceeds all standards. So flawless it defies logic.,Fake,2025-06-10,"San Francisco, USA",12,80,0.375,Tuesday,San Francisco,USA,0,True
8030,Portable Charger,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-01-22,"Austin, USA",13,88,0.375,Wednesday,Austin,USA,1,True
8031,Smartphone Case,"Best purchase ever, you'll regret not buying it immediately! Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-05,"San Francisco, USA",18,121,1.0,Sunday,San Francisco,USA,0,True
8032,Fitness Tracker,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-01-06,"Denver, USA",12,77,0.5,Monday,Denver,USA,1,True
8033,Wireless Headphones,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-01-23,"San Francisco, USA",15,98,0.5,Thursday,San Francisco,USA,1,True
8034,Gaming Mouse,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-01-22,"Chicago, USA",15,98,0.5,Wednesday,Chicago,USA,1,True
8035,Gaming Mouse,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-07-21,"Berlin, Germany",12,80,0.375,Monday,Berlin,Germany,0,True
8036,Smartphone Case,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-03-26,"New York, USA",15,98,0.5,Wednesday,New York,USA,1,True
8037,Smartphone Case,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-01-31,"Los Angeles, USA",10,68,0.5625,Friday,Los Angeles,USA,1,True
8038,Portable Charger,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-12-01,"Chicago, USA",14,69,0.6000000000000001,Monday,Chicago,USA,0,True
